PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,Bậc_Khớp_Gối,Data_Split
0.8185467,0.5151131,0.91454333,-0.2888406,1.6279616,3.3282988,-2.9223113,4.829987,2.9028983,-2.3800347,1.0341495,0.22217138,1.4363219,-2.6702635,0.074366845,1.7932686,1,train
-5.217954,1.3514028,-0.83499724,4.6823387,-4.076148,-1.3255674,3.1328146,0.78329587,0.2754484,-4.8476076,-1.5437074,-0.7804105,0.5265859,-0.12021219,3.934163,-0.2634551,1,train
-1.1343588,-1.5355654,2.493025,1.6626785,-3.7996216,3.5928683,3.6335707,-3.637044,2.7123892,0.74595195,-1.1381019,-2.1743634,2.4651628,3.1794848,1.8464906,3.2790647,3,train
-3.476145,-3.5884652,-3.6486182,-1.2927893,-0.19544865,0.30675068,-1.662014,-0.091896154,2.6907108,-3.953453,-1.6297638,0.021499438,-0.2653411,-0.24360456,-0.7968845,-0.1210022,0,train
-3.0135665,1.5989268,2.0200684,-5.661377,-5.586063,0.3176763,-0.26900652,-0.60282755,0.2894305,-0.8385822,0.0019838226,-0.106111445,0.2038572,1.2722734,1.3544662,-2.4883966,3,train
1.9143405,1.3522639,-1.2508093,-4.7708993,7.7717385,-1.6362444,-3.008128,-2.4946609,2.563325,-1.5169238,-5.0852394,1.9247024,-0.9632683,1.900051,4.0294237,1.0808764,2,train
0.6268038,1.8087339,3.1863325,4.986987,2.015543,1.4049693,-5.4344444,3.167193,-1.2359221,-4.547613,0.2707197,3.784355,-1.3994279,-2.7578719,-0.6097023,-0.61782324,1,train
16.970558,3.6957562,0.06235994,1.6201452,-2.2523198,-0.7318535,0.23059145,-0.11519496,-4.3023453,-1.2127339,2.6167653,-2.4564152,1.0410742,3.5490172,-0.25082988,-0.21107133,3,train
-3.2323458,0.29705387,-2.5548575,5.0843797,2.181593,-0.18108127,6.049254,-0.7807713,3.2211256,1.0180855,2.6208773,-1.7905822,1.7941474,-1.3147753,-0.5606287,0.43019116,0,train
-1.1753799,0.3144017,4.3022494,-6.5206175,-3.0953481,3.1396797,-2.519899,2.622957,-2.080802,1.2982521,-1.6058297,-2.4694252,1.0194165,1.5659515,2.7853086,0.19561043,3,train
-2.5077853,-0.72293997,-3.4052398,3.3371987,3.0373788,-0.5024841,5.6737337,0.4566197,-5.420099,-1.1475194,2.6350837,-1.4135667,-0.7952432,0.23283087,1.5851269,-0.4565664,1,train
16.366945,3.9659498,-0.20165977,-0.62992495,-1.6407943,1.1430132,0.7707072,0.5682012,-2.9066758,0.19666977,2.13985,-0.0949847,5.009584,1.7443432,-1.1489947,0.23040424,2,train
-2.2779782,-2.0052066,-4.920436,-1.5778388,0.6047711,2.4414215,-0.56439227,0.11265023,0.50948215,-4.366017,-5.21318,2.851502,0.5222496,2.6309505,-0.58852255,2.6056092,0,train
-2.762736,-0.07494074,-8.1909485,3.5112295,-6.165433,3.798589,2.2489238,1.0876496,-4.5273213,-0.43544444,-0.3759003,-2.269988,0.28826976,1.1310765,0.11278855,0.846375,1,train
0.29936317,2.6204708,-1.548657,-0.59360015,0.77218926,5.5097227,-3.2332065,-8.666134,-0.13708457,-0.8646926,-1.0530912,-7.2348485,-0.3266177,1.4328119,-1.6491009,1.2784477,1,train
-0.22036491,1.824223,-5.239943,-4.9511576,-3.4819477,2.296614,1.2125968,-5.5923204,0.044157155,3.4059331,4.632989,0.22047067,0.046797164,-0.62677467,-0.44315246,0.70087296,3,train
-0.6175845,7.2828984,-2.746784,6.5674214,8.511831,0.45320827,6.051464,-2.1329637,-0.83725756,2.06496,1.8148402,-1.1255037,0.0031644802,-3.280266,-0.205344,-1.1180781,1,train
-5.577803,2.8380904,-0.44205627,-5.011865,-1.7139235,-4.420583,-2.432163,-5.7667007,0.026631584,-1.4031518,2.1825435,0.5965117,-0.4100386,2.4091563,0.37769306,-1.944178,3,train
13.956605,1.9075369,-0.3238519,1.8207961,-2.6911905,-3.8343666,-1.2956681,-1.7795073,-1.3366903,1.9471669,-5.1627274,-0.5526004,-1.0268856,0.33221915,-1.9615023,-1.853387,1,train
14.621378,0.22660881,0.5202038,-3.9333732,3.416362,-2.2863095,-3.0933962,1.9579546,0.4939271,-3.9402769,3.4592407,-0.20649406,4.037964,0.8831412,-0.7272633,0.1984908,3,train
22.018461,-2.821915,2.7910118,0.52635443,-0.8746031,-1.2712967,-8.048133,1.3156606,5.5379086,2.4355528,-1.6287247,0.39417735,-3.2498262,-1.153563,3.3610897,-1.2715919,0,train
-3.6408842,0.2756437,-8.112056,6.1494784,2.3102975,-0.4956328,0.6267241,4.1258388,-1.8732116,3.7186143,0.60232157,4.099217,-1.749765,-2.50822,2.2819166,1.1585488,0,train
-3.3108828,-6.136258,-3.9900274,-1.4421089,-1.0688037,-2.4347754,-0.6420807,3.4979253,4.60971,0.047596287,2.4410884,3.719412,3.8070421,0.3529976,-1.5277834,0.8044697,0,train
-5.1390743,10.934035,-1.0542948,5.599309,2.4532785,-7.8284945,-7.090225,9.952456,-4.3733153,9.951074,3.1294227,3.9422655,-0.27232736,-1.4685806,-0.7770776,8.493086,0,train
-3.565762,5.4686904,2.091344,-4.5123158,1.8922335,-2.454405,-4.701802,-2.4964445,-2.9506412,-1.8029449,2.0532382,2.3717525,-0.9572759,3.4057214,-4.267663,0.70702505,4,train
14.94522,-0.06977795,-0.38767713,2.4838293,-2.7882557,-6.708472,1.0046064,-0.26266813,-0.8927199,0.93324727,-1.3459424,0.15762086,-4.1475177,-1.4548944,-1.8797121,0.21766457,0,train
-1.8870059,3.8634183,5.1573086,-0.7908877,-6.330639,3.8362541,6.3787236,1.20798,-2.120378,-1.7860972,3.45259,-5.3799176,0.4252829,-0.39390978,-0.041898906,-0.10673247,3,train
-3.7261903,-3.0679781,-4.9001036,-5.351914,-3.035713,-1.3015717,0.32656068,-1.1733041,1.2043227,-1.0283346,0.88765395,-0.52060324,2.457282,1.1179146,-5.967203,-4.2806973,1,train
-4.4483986,1.296732,2.6675584,6.137308,1.8092979,-2.2768543,-6.075186,0.7300835,-0.4758524,-4.2165895,1.683395,0.9606877,-0.37352717,-1.5227897,-0.7568201,-2.6598492,1,train
0.682048,-5.5230393,-6.2707434,1.9890293,3.4683626,4.9044127,-1.4871871,-1.1394242,-1.7265685,6.539811,0.042764448,-1.5609303,-1.5631142,-0.869097,0.47106355,-0.74646884,1,train
-8.161637,5.563221,-2.5295825,-2.2820427,-3.8013933,-3.6651454,-7.6685324,0.38756272,-3.460244,-0.7592295,-0.2235571,-0.50213236,4.7003427,-1.035454,0.99893063,-1.6926357,1,train
1.8517302,0.34268695,-4.660049,-0.37172213,1.623673,1.894283,-0.12560134,-3.548509,-0.62775725,-3.585431,-0.610937,-0.85707784,0.0060772165,0.38645265,1.5877482,0.957804,1,train
-2.7506459,-8.294449,-1.0417137,-4.4783416,-1.1840309,-2.676851,-3.4415743,0.64461726,0.14064962,-1.8212051,-0.06139244,0.6636627,-0.60056204,0.80357105,-0.81632066,0.11519945,0,train
0.9718264,-2.7857213,-9.238607,-0.2401122,-3.3495772,2.0161126,0.46183595,-1.6140398,1.97211,0.14992076,0.34845608,0.62281585,-1.7747624,1.1510197,-2.2814293,-0.68076366,0,train
-2.8520207,6.3729434,2.6091225,2.1043074,-5.310289,0.74359536,-1.3381757,2.1841307,-1.463845,-3.4320736,0.8895642,-3.9223444,2.2174938,-1.266951,4.005925,0.45011654,2,train
18.571432,2.2852187,0.45996863,0.28748143,-4.2150836,-6.0176063,0.998559,0.6126868,-4.6866484,2.0299246,-5.936672,1.8123691,2.6212704,-0.24589261,-8.698839,0.16945952,2,train
0.06816414,-0.8436471,-7.516412,4.728785,-3.4544642,4.211413,1.2707398,3.5110958,2.9096124,0.8883113,-1.17632,-0.23466003,-0.31611362,-3.4661639,0.044217285,-0.8837979,1,train
-4.068979,6.868185,-4.254655,1.8417915,-0.6607197,0.69005615,-1.6617076,-4.588201,0.26969877,-0.027075458,-2.3178935,-3.0006757,0.60618156,5.3638835,-0.5808761,2.1236713,0,train
-2.9360926,-1.6543031,-8.132385,2.3773339,-3.7003486,2.3947995,5.469977,1.3101579,-4.430574,1.073819,-0.8484411,1.140787,1.9072014,-2.0216715,2.5333822,-0.19700862,1,train
1.0948832,-6.5368414,2.2836385,-4.9899626,11.267364,0.54785776,1.1588614,3.9037287,0.21534362,2.7367308,-0.1508409,-3.3620791,1.2179809,-0.21205637,3.0419774,-0.53591204,0,train
-3.3475056,1.8495305,5.340564,-4.517682,-4.9503903,1.2808125,-2.9316485,-0.44818783,0.9391056,2.4579635,-3.8728545,-0.27029917,-0.9095288,2.418682,1.1064563,1.8385121,2,train
-4.643467,8.145683,-0.25603414,-5.238816,-1.6887848,-4.7295775,1.217378,-3.732967,-2.1395214,7.719424,4.9327354,6.503463,-2.1947336,0.39556965,3.2060604,-0.5727408,4,train
16.044199,0.6714128,-0.23173785,-3.8000906,-0.8629758,0.77517766,-1.4394695,1.4832509,-0.013813624,-0.9725192,2.0299175,0.25473252,4.761104,2.4754543,-1.9942082,1.6841307,2,train
-0.78686374,-1.138762,-3.1778095,-1.0468663,1.7152451,1.7065564,3.6491737,3.9432285,1.1537004,2.7090926,2.849252,0.92815405,-1.2085608,5.3147125,1.4502861,-0.7378164,1,train
0.69950056,3.0096292,1.6422834,-3.279631,3.4693482,2.2878175,0.025164561,-1.4202794,2.5439653,-1.7519933,-3.2775826,1.1933862,0.20250392,0.9673307,0.10339698,3.8873773,1,train
15.732189,0.41685957,-1.126684,-1.2636322,0.6008663,-1.0370007,-1.922765,-2.0260704,1.5943842,-0.20668557,4.201733,-0.11091157,0.48625088,-0.48943955,1.1171455,-2.5682542,0,train
18.572235,-2.8954175,-1.3610796,-1.7758155,0.15227039,2.7166724,-7.3971252,0.27733424,5.344139,2.9913712,3.7456467,0.57447535,0.22747593,-0.8353256,5.784613,-1.9427258,0,train
-4.2918725,-3.55008,1.2763996,-8.345281,-0.46798846,-4.3046365,-0.059023697,2.6306198,-0.11895305,0.39908534,-0.029093662,2.1394775,2.4377675,0.7241706,0.89493424,-1.5830966,3,train
-0.563293,8.353142,-11.707083,3.274105,0.35113356,0.13622995,2.7623284,0.037992172,-0.82456034,-2.138588,-0.9247151,-2.2920508,2.0410125,-4.764682,-1.1061175,-1.6047256,1,train
-2.8005817,-0.6042206,-5.061284,2.1440413,-3.6296418,1.0051697,-4.3177743,0.21921161,-2.750813,2.4795127,0.5690645,4.844741,1.7616028,-2.3661482,-1.1649691,-1.2858784,0,train
-1.4213786,1.7969885,-5.461124,3.3382816,0.9150693,8.206792,0.94949126,-0.3298918,-4.433228,1.3890477,-1.9515227,-5.2428184,-0.07918244,0.7847995,-0.966872,5.5977225,0,train
-3.2512639,-3.4283862,1.1277726,-7.3968325,2.7687125,-1.2411815,2.1722345,-2.6691277,-4.373677,-3.867219,-1.645748,1.2957195,-2.7618616,1.0849776,2.6161647,-0.1992105,2,train
-5.354089,-3.3353078,4.520692,1.2803459,-5.2041326,-2.0359619,-2.478951,-0.9471209,-1.6470833,-5.298458,0.04162622,1.56944,-1.3088547,2.7135394,0.37425742,-0.68580323,3,train
-10.177321,10.638396,-2.959503,5.2343936,3.6862154,-15.491858,-9.849235,9.227427,-1.0007584,5.798305,1.8723552,1.3392192,2.8075728,5.2239637,0.8540303,5.6703563,0,train
0.38670796,-2.3530002,-2.494176,-5.709163,3.1364205,2.7743149,-2.3791804,-3.8582432,1.3126068,2.2520094,0.4936808,3.032901,0.46237126,-2.3105698,-0.6147544,-1.8426752,1,train
-0.40239167,-1.9948002,-4.049932,-0.1502342,0.3268078,6.4999433,1.0988148,4.312681,2.652385,4.0318666,-3.892143,4.3407574,-1.5600578,3.3203373,-3.820583,-2.8871903,0,train
-7.1898623,5.758519,-5.269247,-1.1651163,-0.99138933,-6.64631,-0.2423453,1.9063176,-4.7696996,4.3834662,4.035033,-1.5128556,0.76311797,-1.8094218,0.45828882,2.4513824,1,train
17.530777,-1.5992956,1.703941,2.3850572,-2.6630669,-3.0651915,-2.234033,1.1103007,4.1736197,3.6566632,-1.3972675,-1.8150743,-6.2496,-1.968553,2.7398787,2.0521178,0,train
-1.0283507,1.6824293,-3.0527885,-1.625151,0.44435126,-1.1903328,4.0503674,6.786881,0.31526896,-2.1913302,-2.3855662,3.4842014,-1.6560601,0.013325328,0.6449815,0.96922684,4,train
-0.9217006,-2.6120281,-4.912335,-4.1294127,9.442745,-4.9166293,4.0457063,0.447998,3.305995,0.83037484,-2.3238754,-2.0117357,1.7106827,-2.866184,1.4781526,1.2053436,1,train
18.887995,4.768738,1.2208978,2.481188,-2.5366178,-1.1149732,3.132488,0.6321203,-1.9329642,-0.4263985,2.3504765,-3.319028,-0.30840144,2.3469808,-2.167773,1.5942432,0,train
-0.65708685,4.9221973,3.9335442,-0.4672851,1.6715927,4.996433,-1.8861219,-6.018813,1.6002159,-7.0193777,-4.0303426,-0.6819286,-2.472226,-0.33244598,2.041192,1.9070376,4,train
-2.602034,5.3203254,-7.1066365,6.0283484,-3.3753169,-4.934889,2.3630745,-0.59969383,1.2411972,0.45028916,2.1399174,1.4192652,-1.3401278,4.0863924,-0.92364526,4.6394653,0,train
-3.6327069,-0.96144676,-1.5815179,-6.155138,-2.9817078,-0.7879539,-2.2719536,-2.3484802,-0.22914529,-3.5987804,1.4296902,-1.2274053,0.012592512,-2.5030491,0.2202363,-1.9060684,1,train
-0.78686374,-1.138762,-3.1778095,-1.0468663,1.7152451,1.7065564,3.6491737,3.9432285,1.1537004,2.7090926,2.849252,0.92815405,-1.2085608,5.3147125,1.4502861,-0.7378164,1,train
-6.4856815,-2.8428993,10.60066,7.337128,7.7164254,-4.781685,-0.9412586,-4.674285,-2.3143804,3.4462166,2.6868706,0.7349843,2.18709,4.42168,-5.125943,-2.1911254,3,train
14.521782,-1.7168022,1.4389951,1.4215173,-1.634975,1.0092632,-1.9739071,1.7224153,2.4016201,1.0762514,0.7227732,-2.2825358,-1.843424,2.1680722,1.0402517,-0.7664839,0,train
-6.8462586,2.3986115,3.9511592,11.505283,-0.12876539,-0.19894806,-7.0654926,4.9485197,-1.3032432,-0.7021689,-1.1723809,-0.696576,2.1345036,-2.5584211,-1.9572495,-5.5121636,1,train
1.8611492,-4.288353,-0.9007339,0.37167862,4.8679266,-0.2797742,6.5077786,1.094169,2.249091,-1.7136159,-0.37947068,1.188028,2.6313646,-2.474171,-0.99497443,-1.6163317,0,train
-2.7181473,0.14904764,-2.8947196,6.559574,-1.3083478,0.7134848,1.9121761,7.352932,7.3568296,-5.2596545,-1.6679752,-3.2258093,2.5732644,-1.9792627,-1.3989441,-0.16143711,0,train
-0.26844984,1.8928179,-1.3478526,6.3899136,-4.1614614,3.8851686,5.770043,1.4316077,-0.74103636,-2.6135163,3.3046749,-2.6995158,0.3436422,-1.6681645,1.8636647,2.7431087,1,train
-1.3107862,-5.1706824,-2.573439,2.1667998,-1.3438745,1.114643,2.3124356,-1.5447556,-0.40369475,-1.9104125,0.76559496,-0.4809797,-0.6319126,0.124821864,3.8507168,0.5714727,1,train
-0.19046065,-1.3075205,-1.9667133,-2.9965522,4.894603,0.82149947,2.4787843,0.23151854,2.2294989,-1.6917787,-3.049567,3.641079,0.6834946,0.5283277,-0.20844552,0.30985215,1,train
0.84788024,-2.0229826,-5.563977,-1.8520225,4.56178,2.9629662,0.75653005,-1.7053524,-0.10474025,0.64419156,-1.7818656,0.34150657,-0.5721744,-2.2504575,-1.1441858,-1.5673057,0,train
-6.4020414,-2.8754811,11.144574,5.696329,7.429715,-0.15589161,1.2210764,-2.99881,-3.374653,1.6215609,-0.0003144818,-1.6142418,0.8841474,0.3673134,-4.0940137,-0.96613556,3,train
-1.7920791,-7.6393337,2.762847,1.6972251,0.40199044,5.2836576,-1.707349,-2.2524495,-3.805255,-2.1838546,-5.0254345,0.93273145,1.508657,-1.3815415,2.2080438,0.5606015,0,train
-2.8005939,-0.11571152,11.835978,9.160472,-3.8474116,-1.4259747,-2.9479468,0.7471939,-2.23665,-4.5267453,-3.0738218,-1.3586828,-1.198074,4.079682,1.2604357,-2.0064318,0,train
-2.2547686,-0.2780802,-2.541275,-4.2587676,1.009592,2.2424293,3.2771358,-2.648204,-2.0957527,-2.5121753,1.2968663,1.7607834,0.5906847,-1.4125545,1.0514069,2.5373085,1,train
-2.8531163,3.1481493,-6.5411744,2.0673401,1.899384,-1.1668681,-2.8854578,1.0598092,1.5852541,-1.5456787,-1.2990988,-4.152353,-0.39810276,0.091759905,-0.79711086,-0.5846465,0,train
-0.8768525,2.2800012,5.743719,-3.09657,-2.8362682,7.547571,2.0349138,3.7646284,2.7669384,-1.4232908,1.3538953,1.3032596,1.7330455,-3.7140658,-3.4265897,3.1231577,4,train
-1.3667742,-7.5501084,9.920681,-3.6425626,2.430175,-2.4066942,1.2505485,-0.22662099,-2.2852926,3.3050396,1.9212345,0.087729484,-0.06462785,3.50316,1.5976703,3.6371882,3,train
11.499725,3.3809643,2.0897903,-4.1284957,1.6641595,-2.6392217,0.31146714,2.101545,-0.45713943,-2.6482081,0.5276736,-1.2537766,5.06346,1.8706203,-0.9942309,-0.30981922,3,train
-3.8898296,2.0370123,-0.9458168,1.462768,4.440071,4.562696,-6.2813168,-0.2879365,1.4962071,4.0991273,-7.9415565,-0.70985144,-1.505521,6.8022265,1.212393,6.102349,0,train
-5.0683913,2.0014606,0.96053475,-2.4784987,3.1591382,3.2305238,2.8018794,-2.1839597,-2.2442744,-1.8069767,-4.633126,-0.94296384,-1.1559881,2.3194563,1.5614022,1.5025917,1,train
-2.7104578,-0.49433947,-0.5362151,0.278551,0.744408,-3.3400478,1.6489545,-4.08816,5.213782,-0.537048,2.3917525,0.046978164,2.106624,-1.215827,1.0463973,-0.047302358,0,train
-2.494778,5.6019387,-8.935347,4.150863,-2.194408,3.6205935,0.9929256,0.7294423,0.11243448,5.9260306,0.13155298,1.7694936,2.3822026,1.443818,-1.3706896,0.21428517,0,train
-1.1417117,-8.294484,2.2053797,0.7649263,-4.871493,0.12031103,-1.2032144,-2.4732354,-0.25342196,-1.8873392,0.8268167,0.014242507,-2.341284,0.45113182,1.574839,0.8557696,2,train
1.0080469,-7.666561,0.90108365,-2.7604253,-2.397841,2.4048672,0.03735674,-2.3911462,2.012209,2.995004,2.7224247,0.11901056,-0.013452625,1.6199801,1.5249467,-0.1082123,1,train
0.52369463,1.5591811,-7.4976525,-0.011106307,1.8721042,2.17812,0.38133228,-7.3024697,-0.73458993,-0.7044156,-1.5942934,-0.14641671,0.38668457,-4.199969,-1.474646,-0.25674206,0,train
-1.2064193,-3.960853,-2.6685083,8.651783,-0.33265054,-0.993213,1.5677342,-0.8594735,1.1906369,-3.8889863,0.20486405,1.0233206,2.2303774,0.08121466,2.1021433,-0.6199312,0,train
-2.788509,-4.9315596,4.9013934,0.78526616,1.5528189,-1.3074251,-3.1304002,-0.80996275,-3.0847456,1.4281,1.4856296,-1.0505937,0.77002674,0.8405944,4.7069855,-1.2729431,3,train
-4.936685,5.7596135,1.1123003,-4.711343,-2.2588248,-7.7485757,-1.5536536,3.9416125,-0.7280371,2.4198565,3.1385362,4.4192533,0.8525065,1.5693518,0.5812607,1.8824472,3,train
-6.3818836,0.39821666,-1.1510004,-5.7375393,0.030616222,-5.921843,-0.2248134,-1.7845019,-0.2818313,2.1228123,3.1676106,1.2800447,-0.16946717,1.3486624,0.33038238,-1.9206232,2,train
2.0383608,2.0237002,2.6474886,-4.2318897,4.931312,5.0118537,-1.7790014,1.3212609,0.4931722,-0.7176933,1.4245696,6.2045317,0.5420633,-0.67041045,-3.2585826,-1.0652492,4,train
17.515848,0.0781613,2.1709642,1.7064953,-0.4535453,-4.894605,1.7667662,2.2309742,-1.779867,-2.6416209,-4.500509,2.152321,-2.8073127,-2.0908103,-2.1200247,0.03972219,3,train
-0.5249076,0.84182036,4.384868,6.4558654,5.0882244,-0.70128375,2.0731869,-1.824768,-3.5476,-1.7183397,2.9465058,3.244546,-0.537221,2.4147282,-1.9421451,-1.656079,2,train
2.509603,-7.9229617,-7.121412,1.7475699,-2.4935372,2.5858839,2.6089246,-1.3332075,-0.9558026,4.086705,0.4754402,0.6251357,-2.3966515,-2.1467695,0.80858,0.81465656,0,train
-0.41781673,-7.486912,-1.5745883,-0.04528468,-0.43659425,1.2498677,0.31055167,0.6993618,-2.5986147,-0.26361778,0.6679085,1.5980378,-0.1721957,-0.4411145,3.0146086,0.9647024,0,train
-2.3984873,2.2448652,-2.1581717,5.456506,-0.7745045,2.896854,-1.6865373,6.0992246,1.551913,-0.46890107,-0.17879468,5.8862343,1.2567364,0.58519876,-1.1930856,2.9431155,0,train
-3.4316812,12.293989,10.774486,-5.8534136,-4.303973,2.3318524,-5.102777,-7.7021265,-0.76412725,3.061539,-1.5414971,-0.0040967837,-4.9706187,-1.8614373,1.1839944,2.4645998,4,train
15.732189,0.41685957,-1.126684,-1.2636322,0.6008663,-1.0370007,-1.922765,-2.0260704,1.5943842,-0.20668557,4.201733,-0.11091157,0.48625088,-0.48943955,1.1171455,-2.5682542,0,train
1.8396829,7.525211,-2.3216002,3.1094935,2.734651,2.8721945,1.9610715,-0.8492139,1.4177152,-1.4818975,5.6326294,-1.4921956,-2.30669,-0.48972908,-2.0744748,-2.6068668,4,train
14.329308,-6.4938107,1.1300752,0.56854165,-1.3761789,-1.0328635,-5.0450983,-1.1896652,2.593585,1.0225148,0.8249598,-0.39219376,-2.123091,-0.5801723,1.6992692,-0.84463567,1,train
-4.033153,2.253719,8.648455,-10.662563,-6.663137,0.36235112,3.9409325,7.536642,-3.516038,2.5688176,-1.1274339,-3.831358,0.09321669,-2.8807206,-0.74243283,0.5141748,4,train
-1.3429098,2.8607228,-2.6011374,-6.05741,1.1573776,-4.8020673,2.7204714,0.96152246,-1.4440414,-1.2736844,-0.57926494,-2.3614213,-2.976129,-2.645304,0.18975756,-5.5121226,2,train
-0.13368116,-0.59424174,-4.1296587,-2.1014812,-2.573215,4.83136,2.6744988,0.94529676,-1.5032854,-2.2627974,-2.0649793,-0.33917496,-0.15106581,2.1660023,-0.14540568,-2.5315602,1,train
-2.7921963,-1.3163973,-5.736505,-4.921576,2.862858,-1.86892,-0.7431145,-4.266228,0.7191559,2.4734764,0.34497175,4.798429,0.52429295,-0.0026919323,-2.2353776,-0.93901134,0,train
-1.1798368,-0.564816,3.3030398,-0.6235821,-2.142253,4.881162,-3.449588,0.08154619,0.21964261,-0.15507574,-0.13769771,1.5776885,3.4422817,1.2261537,1.7212329,2.1237454,0,train
-1.8506626,8.812913,2.6803715,-0.10163773,0.061389595,-0.1428966,2.757089,1.6164458,0.45584968,-0.7545172,3.030625,2.7014234,-1.324819,-0.16724946,2.4550152,-2.0485177,4,train
2.6792428,-1.6844391,-3.2632003,9.3769045,-0.26105624,8.173642,0.23167722,-0.35741746,-1.117393,6.9778147,2.717269,-2.0384796,0.7733309,-1.7411604,0.6088024,3.227415,1,train
-3.8608222,-2.3881571,0.3667972,-6.5694513,-3.9296556,-0.26356494,-0.62084633,2.3542106,-1.1427144,-1.7301654,0.8289921,0.3888697,1.8790706,-0.39973688,0.3162197,1.0581334,2,train
-0.8207786,-2.8374147,3.486433,-1.9744223,2.3434424,-0.32025617,3.2045867,-1.1373134,-2.9501128,-4.616704,-4.503407,1.7654856,-1.5023664,-0.95537436,3.167041,-1.5876783,0,train
-1.5603259,-4.965497,0.017379887,5.4625993,-5.713088,2.8878114,-1.353945,1.5977821,2.204408,-2.3699067,-1.7872056,2.9650917,0.553388,-0.025658878,-0.357404,0.20596392,1,train
18.703266,2.5130744,2.6430721,2.5904443,-1.8262898,-7.187529,-2.405987,1.057133,-4.468106,-0.8231076,-7.8500495,5.9364185,-0.22537069,-3.3480675,-1.2681645,-0.43365014,2,train
-1.9511606,5.9957485,2.3582952,-8.248978,1.9268669,-2.4692392,2.7691557,6.907822,-1.6324445,1.0550398,1.737622,-2.4470077,-0.6268164,-2.8688564,-0.31263524,-2.2374153,2,train
-3.7242484,-8.233853,2.0547166,1.6345203,-5.349573,-0.7691939,1.4194688,1.940719,4.0406117,-2.8543437,-2.8471148,-1.6684406,0.0005146482,-0.72947407,-1.1085167,1.8951623,2,train
-2.7705421,5.1407843,-6.401326,5.471864,1.3961135,2.3134885,0.6532329,0.24402334,-1.0422657,-4.1126723,-1.281796,1.3554974,-3.228569,-1.5913161,0.8003813,1.0432285,1,train
-3.832331,2.6863792,-3.6746228,0.10710151,-4.8177023,1.1768609,0.20198481,2.430215,-0.84739923,3.1405187,0.23311026,5.2067723,-0.7504148,6.8454614,0.011842014,-0.744738,1,train
-2.441399,2.5741353,1.5756872,-2.9114,4.315111,1.5284716,1.5064034,-0.3836168,1.9813328,-1.9440804,0.23609588,0.022572989,-0.47638106,-1.97925,1.0784425,2.4296231,1,train
0.24094172,-6.8446603,2.373206,0.7136075,2.8913436,3.3000658,1.9973507,-1.0349488,-3.945399,-3.0066488,-2.2920673,-0.27363384,-2.5440629,1.0504186,2.3760285,-0.7117011,0,train
14.8624525,7.2910967,0.1481454,-1.3242002,1.2039822,-3.4582372,2.9247317,0.86830366,-0.8359821,-3.940467,-2.954596,-0.77433264,2.3084443,-0.83178055,-1.597649,1.2641298,2,train
-4.6158495,12.291183,-2.3154535,5.5843964,3.2175734,-1.3307878,-0.57328546,-5.354124,2.0518665,4.2468386,0.5441242,-0.42058623,-0.20325388,-0.39739305,0.8202493,-2.7658155,4,train
-6.149308,0.4124632,0.3554426,3.0194514,0.41006836,0.30310902,-1.6048332,4.487993,3.1139054,-1.3246541,-2.3243406,-2.598936,3.9865682,-2.4930387,-0.5373428,-2.5517104,0,train
0.9119213,-11.32803,0.508375,-3.2940762,1.9621924,-0.59227675,1.2320378,-0.96848816,2.2513366,1.9614428,1.4563402,0.3893438,-1.5450531,-2.4710689,1.3441262,-0.29827058,0,train
-2.7201593,1.0738745,-6.519348,1.5596365,-1.460968,3.810747,-2.740978,5.0015264,1.6704258,0.77373,-1.6503623,1.0504607,-0.63541645,-3.0305421,-1.0413183,1.6416847,0,train
-0.13368116,-0.59424174,-4.1296587,-2.1014812,-2.573215,4.83136,2.6744988,0.94529676,-1.5032854,-2.2627974,-2.0649793,-0.33917496,-0.15106581,2.1660023,-0.14540568,-2.5315602,1,train
-3.685402,-2.792375,-2.6668973,1.9112626,4.0052204,-1.5995356,-3.1857278,5.2480984,4.0711026,4.32444,-2.601416,-0.22087914,-2.0242097,-1.5067164,-2.8847947,-1.5691329,0,train
-3.6032288,1.7900752,-0.14683735,2.4689987,-1.889406,-1.952513,-4.192148,1.186205,-5.49974,-5.967035,-0.023290833,1.2371563,3.203979,-1.9602281,3.0814195,1.1167359,1,train
0.09636043,-2.2341745,3.1431215,-2.6758676,12.969941,-4.416241,2.9387584,3.0359159,2.4491272,2.1156554,-1.1001476,-3.7375894,2.4477394,-2.1246605,2.2800112,-0.056427475,0,train
-0.8102636,-5.5372987,7.981806,1.4093084,4.680042,2.2206545,-0.052945346,-4.833728,0.42584917,0.85646015,-1.6006974,1.4410738,-1.0544122,1.4761711,-0.3336564,2.916452,3,train
-6.198968,5.346421,-4.884095,-1.2075979,1.9088103,-6.053918,-2.1472473,0.35093296,-0.85036755,-0.90584815,-1.8351903,0.37105125,-2.525238,2.9932704,1.6447365,0.180068,1,train
17.082075,-1.3461143,1.6392894,2.7077816,-2.6939418,-2.9039729,-1.8968773,1.408229,3.455435,3.255559,-1.5471256,-1.5705639,-6.1142197,-1.7894852,2.5554242,2.1936448,0,train
