PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,Bậc_Khớp_Gối,Data_Split
-2.8881671,-0.55597633,11.74973,-4.8174324,24.936996,-12.032805,7.592142,1.3984176,2,train
-4.2211165,-3.4261105,10.672273,-6.1606865,-6.536998,1.0148659,0.21254145,-2.92198,2,train
-4.881794,-2.3208992,4.7698965,4.541694,-4.56338,-6.0602818,-1.2513677,-7.302978,1,train
-5.403511,7.816544,0.8065092,7.741693,-3.302603,-3.1543512,-5.547331,3.18271,1,train
-4.881794,-2.3208992,4.7698965,4.541694,-4.56338,-6.0602818,-1.2513677,-7.302978,1,train
-4.701576,-1.5501436,-2.6386826,-5.940736,2.5231593,-0.53275496,-2.7229626,-1.7924417,2,train
-3.7235165,7.0379825,-4.6671414,4.0535417,-6.538548,-4.488737,3.538612,-2.1972668,3,train
-5.737035,-0.012916992,8.949969,-9.2359085,-1.4201032,-0.89160913,0.080403775,-2.9720058,4,train
-0.928448,4.54367,-7.987216,-3.1476312,3.759011,4.9677596,0.523587,-2.0220945,0,train
-2.7211418,-4.353544,4.529926,6.601759,1.3181628,0.57489014,8.070073,1.6477865,0,train
-2.811074,-9.513675,2.854068,4.8449707,-2.6952934,-2.1995695,2.6080308,-2.6724296,2,train
-0.1426598,-0.51180285,-3.987944,-1.865515,1.4433898,5.4440866,-2.7225933,0.4925153,1,train
-4.6453857,-1.2355256,0.85208726,2.2013612,-6.230888,-2.6813824,0.33795556,-0.52234197,2,train
-3.6327064,-0.9614591,-1.581491,-6.1551056,-2.9816806,-0.7868438,-2.272187,-2.3505452,1,train
-3.3588402,4.70033,-7.697197,4.927177,2.4149172,-5.5796766,4.7565737,0.68492573,1,train
-5.6804156,7.7119346,2.965795,-3.3610034,-5.568114,-1.767408,-2.7509477,-2.8102534,3,train
-3.9722943,4.3878593,1.4466838,9.024845,-0.10533403,-4.340413,-2.5163045,0.33701712,1,train
-6.072522,-0.27544168,-2.0511367,-1.9753883,-6.2336874,-1.613303,0.2170814,-0.09926962,0,train
4.709713,1.0765749,-1.2791895,-1.7882781,4.420249,1.1779232,8.116393,-2.9540126,4,train
-5.52191,4.807834,-2.9687874,-0.5293011,-2.7551935,-2.7855434,2.1762552,-3.6846309,2,train
-4.701576,-1.5501436,-2.6386826,-5.940736,2.5231593,-0.53275496,-2.7229626,-1.7924417,2,train
-0.5593617,-6.568019,7.0671597,0.5898456,9.980249,-1.3407276,1.6369452,-1.8738607,0,train
0.42257768,-10.707005,-0.7195571,1.2723094,-3.4619448,0.78987825,-0.049544696,-0.094780184,1,train
-2.125851,6.027596,-1.9737175,-1.8151711,3.3455484,-6.988426,6.634362,3.4255493,2,train
-2.8935905,-0.9115229,-1.0729753,-6.077508,-3.0949821,1.7347327,-0.2674692,0.47950244,1,train
2.0109248,-0.093287684,-1.6945975,-6.1540923,8.722752,5.2640376,3.438122,-2.564003,1,train
18.657194,10.639364,1.069521,5.204408,-6.1834645,-5.689118,8.459766,-0.44817942,3,train
-2.9779465,-4.624808,1.2555975,4.5406203,5.595179,-3.876385,-6.7261095,5.104018,0,train
-0.13957793,-12.558916,-2.4003062,-5.2316265,-1.602361,-1.8301754,0.04499025,4.4125295,0,train
-3.6367133,2.3751483,-4.158232,6.9938745,-0.7427536,1.4859862,-4.614002,0.0853935,1,train
17.589705,-1.0548836,-0.8281896,-1.8618642,-1.3444601,-1.5162776,-2.9302397,0.27950272,1,train
-1.3281592,0.041473847,-1.3167115,-1.8416425,1.2646862,2.070057,-0.8749767,-0.5148668,0,train
0.4753278,-3.7787404,3.5431767,4.781111,-5.369861,-1.038385,-4.8514743,-6.3036933,0,train
-0.16206636,2.3177445,-9.584614,0.46447036,1.3221439,5.3508253,1.2267871,-3.4209511,0,train
-0.92169154,-2.6120336,-4.9123306,-4.1293774,9.442594,-4.9157205,4.0441775,0.43700653,1,train
0.21545504,2.9938667,-0.838413,2.612003,-0.902352,0.93610305,6.351068,-1.1510669,1,train
-3.3720546,4.7945495,-4.376991,3.969355,-0.8645049,2.3237553,-6.2512116,1.7961258,0,train
-0.2962573,1.2731011,5.5307274,0.13375005,1.9992093,-0.9010083,0.2400346,1.7772683,3,train
2.5371332,4.251617,2.6847906,7.978296,1.1672424,3.4091709,1.9488337,-2.272754,4,train
15.202013,-3.7459624,1.0532422,-1.8563837,4.2250795,-0.29781136,-1.7721766,0.5478322,1,train
-2.2491083,-0.039376866,-6.7448463,-4.018028,0.94505125,-0.9291392,-0.6875947,0.856249,4,train
-2.6238506,-0.581063,-4.2810917,-0.0007433853,-5.0255795,-1.6112959,-1.0422878,-4.3510537,1,train
-4.626128,-5.2457547,2.690659,-0.9254316,-3.0748463,-0.5786741,-2.4516034,-2.0596676,1,train
-2.5524218,6.9025245,-5.552622,4.413693,1.5603815,3.6433008,-2.3923397,2.1078687,1,train
-1.3721101,-4.630151,1.9822274,-0.959011,0.39455903,-0.1287233,3.242816,-1.4220732,1,train
-1.1342556,2.4633276,-5.744933,1.4459782,0.25926822,4.906478,-5.637335,0.6746767,0,train
-0.5452689,0.029702837,-5.0056252,-0.19884144,2.299085,3.6116562,3.8197162,2.0365083,0,train
0.38671535,-2.3530028,-2.4941568,-5.709128,3.1364596,2.7750978,-2.3790846,-3.860254,1,train
-0.40238538,-1.9948047,-4.049924,-0.15019688,0.3271018,6.499414,1.0991657,4.3219314,0,train
-2.014841,-4.075498,-6.4495096,-0.95314085,-4.1856465,1.5077882,-2.7266061,-2.9263475,0,train
-1.2351369,-2.8678153,-5.652599,-2.25964,1.0439284,1.9826909,-0.29190028,-3.7624063,1,train
-4.640365,-0.795242,-2.6212869,0.8514581,0.86813754,3.5372055,1.4703615,3.551017,1,train
2.3244033,5.8183475,9.862264,-5.942249,-1.1934538,4.8539762,-2.787352,-3.6109607,4,train
-5.318567,-0.73871124,1.5287119,-3.9385896,-6.0768027,-3.6278381,-0.4556205,4.208144,1,train
17.108229,0.46224114,0.6902528,-3.4328852,0.46046448,1.9816468,-1.2200603,0.73740464,3,train
2.158073,-1.4832526,-0.6952546,1.3678563,2.8203015,-0.43144444,-1.864005,-3.272104,0,train
16.494354,-1.4556979,-2.1913657,-3.1190305,1.3313605,-0.11823691,-2.7901056,0.2504697,1,train
-3.6443691,-0.13075031,-3.6716256,2.599861,2.4684992,-2.294909,6.135637,-1.6940267,1,train
-4.997987,-7.8614945,-4.07252,-5.055632,1.3605131,-2.311783,-0.6656301,3.3050923,1,train
-2.1711962,-1.0498616,-2.0083904,-0.8416941,7.96847,-3.8343194,-0.54125416,-1.8947363,0,train
-3.9686484,8.20903,4.1937246,-1.4434415,-0.22782873,-4.119586,4.28468,7.4178195,4,train
1.0487843,-7.8581114,0.25421098,-0.15832011,1.8216664,1.3501093,-4.117057,0.8695642,0,train
-0.6527326,4.7867217,-2.534959,-0.6527238,4.7741985,2.7677894,1.135083,-0.28276813,1,train
-4.7227583,6.9983053,2.3225987,2.7468584,-4.442724,-1.1132461,1.968326,-2.31431,2,train
3.247571,-0.9170284,5.907963,-7.4513946,11.75815,-2.7711594,2.7580469,0.7487661,4,train
-2.8054543,-4.399963,5.5931168,5.116432,5.0070586,-2.307378,3.878118,-3.8700416,3,train
-2.7562914,3.5558355,0.107107006,1.8151463,6.0425167,-7.4593277,4.888193,-0.6890461,1,train
3.6062157,-10.325576,-1.1678631,-3.0348017,0.9088981,0.9126835,2.701519,2.1461902,0,train
16.002983,3.2353554,-0.7460253,-1.5688051,0.6994902,3.2463558,0.19142166,2.3199835,3,train
0.32766932,0.8981771,-4.5788054,-0.893003,-2.48806,2.264438,0.43151137,0.6497684,0,train
-3.6442041,-6.3556685,1.1027956,1.5971246,-0.11603802,4.853678,-0.8654943,-0.31536645,1,train
-1.0352798,-1.9973118,-3.08268,1.1358905,-1.9015013,2.962785,-4.029439,1.2635547,0,train
-1.8870196,3.8634145,5.1573253,-0.7908887,-6.330721,3.8371708,6.378692,1.1999583,3,train
1.4462305,6.8155203,-3.032577,-1.147199,14.496233,-7.991006,7.7582498,0.46843165,1,train
14.343886,2.0742197,-0.06406537,1.5908211,-2.6457856,-6.3562994,-2.023311,-2.3116584,3,train
-6.1045656,7.25727,-3.8453321,-0.25242373,2.2418778,-5.058223,-7.2493386,0.21384765,1,train
-2.8010514,-2.418263,-5.046764,-5.029441,2.6768854,-2.188657,-0.35038626,-3.2224765,0,train
-3.231893,1.2473223,4.432358,2.1485257,-6.7466874,4.8601136,3.8735805,-0.21754026,2,train
3.2114866,7.6863303,2.047359,4.133903,1.7480955,6.4819555,2.6981192,-1.0715636,4,train
-1.9136798,-6.1130686,-0.1721852,-4.3492503,-2.1537094,-2.1095066,-0.059452508,0.54753625,2,train
-0.58485204,-7.695597,1.7884536,0.62762725,1.4001367,2.3756208,2.700396,-0.27677938,1,train
-2.858553,-1.2835625,4.3079967,-4.3464484,-2.9847941,4.1604166,-2.1418777,-0.8940665,2,train
-1.2236302,5.9438305,-7.320978,2.4268637,2.05015,4.838533,-2.3693752,-0.85248196,0,train
-2.1887193,6.2080865,1.1510289,-3.0241504,-3.5962236,-0.800797,-3.2105296,-6.2417955,2,train
-4.244412,0.12659931,-7.012987,-1.2473133,-4.1093235,-1.58286,-1.8857462,5.074554,1,train
-1.748004,-8.754085,-1.130407,4.157198,1.3146807,-2.6610656,-0.44877613,1.8930478,0,train
-5.7111635,-2.6430216,1.5886406,-1.3861486,-5.9857526,-1.4731516,0.17772347,4.968229,1,train
-2.4263449,-2.318319,-2.6352217,-4.2280316,0.10849694,-2.6467314,-2.1214938,-3.6567774,1,train
0.30877328,1.4335501,-4.7248883,0.8161054,4.030944,5.5740476,-3.0901344,-1.3447433,0,train
-2.419015,-1.5113311,-9.352374,-0.6290041,5.726474,3.05235,2.6867502,-2.1961904,1,train
-0.059942,-7.664069,3.842656,3.1564202,-3.131132,-1.9874644,-5.512101,-2.9571886,0,train
-2.9213936,5.7878227,5.035295,13.049246,-1.3957436,4.1886244,-1.1464916,2.8121183,1,train
-2.1257825,2.4005759,3.995895,6.1413546,1.7052517,0.89465326,0.4757669,4.081331,4,train
-5.403511,7.816544,0.8065092,7.741693,-3.302603,-3.1543512,-5.547331,3.18271,1,train
-0.3513998,-2.628192,-10.569817,-0.8835602,0.812958,-1.1023438,0.91581506,-1.0433179,0,train
-3.6535406,-2.7074037,1.737611,1.4830151,-5.678391,-2.3778884,3.1376715,-3.3849194,2,train
1.4599589,-8.160169,-1.3798499,3.6533568,1.164363,4.103934,4.9886146,0.86419076,0,train
-3.744474,-0.6557458,4.5408053,-3.942056,-8.319145,-0.7803998,-1.0378118,3.5219564,1,train
0.829138,0.1325001,-2.4152558,-1.4704096,11.749072,-5.595731,10.816433,1.0325102,1,train
-2.9751775,5.5698075,-2.9589765,10.480006,-1.7450365,0.51402205,4.200643,6.159232,1,train
-2.7466779,0.600851,4.7014537,-4.5643578,-7.4232407,-0.701436,5.867526,-2.8677027,3,train
-0.42406872,-6.5916367,-6.707511,4.137361,-4.4425445,2.0131915,3.2379832,3.6169252,1,train
-1.1718699,4.1542373,5.3507495,4.9623427,-4.8345385,5.3317556,3.2242293,2.5671623,4,train
15.036757,4.495543,-1.1184344,4.599757,-1.3932171,-5.510184,0.2659598,1.4699934,0,train
-4.2358546,1.1978064,2.4869387,-4.358848,0.4089527,0.39952108,2.5147398,-5.764759,4,train
-5.8744693,1.8224233,-3.4941645,-4.750251,2.6787846,-3.109674,-6.3861847,-1.4240631,0,train
-1.7571232,-8.2770815,1.4715347,11.218486,-6.2595463,-4.1411057,4.143644,-5.0398827,0,train
1.9259738,-10.090136,-0.43900573,3.8169832,4.706282,0.56423247,-0.3758678,-1.3015672,0,train
-4.881794,-2.3208992,4.7698965,4.541694,-4.56338,-6.0602818,-1.2513677,-7.302978,0,train
-2.0733078,-8.566804,9.142126,-0.14246462,1.2750378,3.4979043,0.29130462,-1.5228896,3,train
-3.3316648,1.1083475,-8.400146,-3.2031195,-1.1823635,1.6185502,1.4032584,2.6924875,1,train
-5.1815963,2.9825106,-0.38279814,-2.1118424,3.3405101,-2.0851774,-3.4573028,-3.5232706,1,train
-0.73633534,-10.837879,5.556766,2.9941113,-1.9787431,-0.59606,-1.5992914,-4.6283526,0,train
-1.0114694,-7.9554124,-0.58402795,-2.3126278,-0.17737487,-1.1176087,3.0109487,-0.30895716,2,train
-2.519934,-2.2386947,-0.85876286,2.257288,1.984492,-0.7178333,5.836017,2.3775527,0,train
-4.189219,9.92882,-4.818274,-2.4213104,-5.2175655,-4.315389,0.9563915,-6.059403,3,train
-0.3850655,2.860147,1.8469108,1.0028013,2.344086,3.845737,3.7051766,-2.2200065,1,train
16.03938,4.26574,0.34670806,-0.7760412,1.0640283,-4.1253195,-4.4678555,-0.2502109,2,train
0.09636766,-2.2341783,3.14313,-2.675801,12.969784,-4.4145904,2.9364576,3.018597,0,train
-2.2037995,-5.1667447,4.6671886,6.092235,7.6726503,0.913954,-2.5220494,-0.2537239,1,train
-0.6527326,4.7867217,-2.534959,-0.6527238,4.7741985,2.7677894,1.135083,-0.28276813,1,train
1.2554276,2.1366048,5.515573,5.444687,0.33892152,4.637026,-0.24033998,2.3219142,4,train
0.4502155,-9.415814,3.6742568,-0.5670218,12.512,-3.3245702,3.6876764,2.6888587,0,train
18.289509,9.105625,0.91089964,4.632602,-5.265723,-3.9967303,8.4232855,1.2601529,3,train
-3.367949,-1.183164,2.7242086,-4.8002954,-2.5855453,-0.46661368,2.4274626,2.220478,2,train
-1.7539454,-1.9029593,-4.2666726,-1.0001521,-4.900539,-1.414403,-1.9889344,-0.20277135,0,train
0.45070076,-2.0644176,-7.2352676,2.3676233,-0.7392112,-2.586579,5.115875,0.21322179,1,train
15.644633,-4.5719366,1.5963433,-1.2772233,-0.09050009,1.6004755,-6.483868,-1.2019126,1,train
19.188082,-0.78849596,3.3613768,3.2170067,-0.7425647,-8.553863,-1.4247737,1.4296587,1,train
0.4467094,7.295894,-0.96536374,4.526592,4.067432,5.474223,4.4658623,2.216081,4,train
-3.8608167,-2.3881686,0.36682174,-6.569461,-3.929571,-0.26353475,-0.6201992,2.3584955,2,train
-0.82495403,-0.30586883,2.4094534,5.171567,-2.7847285,3.0219061,1.2779516,0.7365255,3,train
-2.4919753,-2.0466185,0.59432876,-5.3398304,-0.32375965,2.8154423,2.0691411,2.8901842,1,train
-2.0810227,-8.243571,2.0924227,2.410867,-4.4702787,-4.6040998,5.0503383,-3.4333932,0,train
-1.6090868,0.454761,-1.0019451,-5.884488,8.57117,1.3930389,4.249655,3.5684264,1,train
-2.6238506,-0.581063,-4.2810917,-0.0007433853,-5.0255795,-1.6112959,-1.0422878,-4.3510537,1,train
-0.3754643,-4.1791325,3.6162274,-1.877736,14.287255,-4.07477,2.6979837,2.9321306,0,train
-1.3055142,-7.850008,-0.9748527,4.4503517,-2.812417,1.3463485,-1.2841352,-1.6448619,0,train
1.6313978,-8.397705,-5.9217677,2.0330133,1.9222901,5.5434813,-0.9106555,-0.89909655,1,train
1.6313978,-8.397705,-5.9217677,2.0330133,1.9222901,5.5434813,-0.9106555,-0.89909655,1,train
-0.79735273,2.305982,5.7509484,-6.4162545,-4.9512787,0.39597479,-2.0873017,-0.24324565,3,train
-2.1191342,-11.49264,6.902685,2.2494981,1.6241245,0.08306567,-3.6211932,4.2033973,0,train
-2.702994,-1.1459707,-2.095421,-2.8451655,1.7609389,2.3248963,-2.2488286,-1.7020527,0,train
-5.884259,2.842982,2.3239186,1.8625394,-4.696712,-4.1923122,-6.692374,1.6128266,1,train
-2.168899,-6.5344396,3.192515,1.703577,-5.5914187,-4.6049447,0.061881747,-2.255794,0,train
-7.258814,2.5996802,6.4937983,-2.7265108,-2.1273596,-1.9770812,-0.38901603,-8.290757,2,train
-1.5828927,0.4902618,1.1918101,-3.8125722,2.162362,-1.4077997,0.3452394,-6.5925584,1,train
-2.7488623,2.991202,-6.2981963,1.624076,4.937062,-0.13149281,-0.32907122,3.469453,0,train
-4.1177874,14.277891,-4.463509,1.3585085,-4.2092066,-2.6802075,5.793416,-3.7894967,4,train
0.11775937,-9.4387665,-2.5672846,0.87372214,-1.5228055,0.5309447,-2.3421016,1.584733,0,train
-3.7864711,-9.773763,5.215107,6.8790565,-7.037218,-2.2548554,-4.8678246,-1.5271503,0,train
-2.222057,10.168191,-1.9198747,3.9291403,-0.7673687,-3.5118303,0.92039484,-3.9418826,2,train
-5.792574,3.1909332,7.132293,-5.323956,-7.7900395,2.0989187,1.2331967,4.552628,1,train
-0.4127218,2.5227544,9.690662,-4.3352456,-3.9544337,3.0916553,4.608182,-3.6535246,3,train
-1.4938856,5.6733956,-5.613324,10.034952,0.16455753,4.033527,-1.2296237,-0.39464298,1,train
-3.2936182,-11.4910345,2.9582727,7.541745,3.8732877,-1.3273749,0.95913345,2.5895216,0,train
-0.36262402,-6.1530547,-8.01358,-1.6057792,-2.538244,4.5596714,-2.9944139,1.4284611,0,train
1.8840829,-7.4871683,-0.09041556,-3.2167869,6.267862,3.0544016,0.20446849,3.7229762,0,train
-0.014368148,1.3837475,3.7996342,-7.010533,1.9319088,5.379365,-1.1794199,-2.180548,3,train
-3.8172543,-6.91723,7.584088,6.830059,-6.384419,-4.2759414,-1.8967186,1.8461747,0,train
-2.9186673,-8.113705,-1.8495276,-4.4213023,-1.3315648,-2.5611672,-3.186906,0.9036828,0,train
2.359145,-6.6483216,0.35660052,-2.8027563,-2.7246552,4.8581524,-1.8938893,0.38431227,0,train
5.9428988,-4.270488,2.748616,0.005467857,-2.1617434,3.5619366,2.292353,0.886387,2,train
1.7250332,1.688341,8.4696245,-6.3036036,-1.0932775,4.793867,-0.30165365,0.23230968,4,train
-3.7810779,-3.754104,-1.7520437,-4.74847,-1.6839513,0.7611163,-0.50880957,-1.005581,1,train
-2.2229588,0.55465466,-5.890504,1.146509,1.2403854,1.2652767,-1.5259614,-5.0429425,1,train
-2.3271418,-3.1018867,-5.5210342,-5.575762,-0.5213231,-1.0636903,3.8801963,-1.0595165,1,train
14.305543,6.4406877,0.7173687,0.057765123,0.90837586,-8.738452,0.7677359,0.5218334,1,train
-3.0246,2.9822018,4.8385897,7.2329283,-0.06554654,3.7040846,-0.6851939,-1.1084375,1,train
-4.7646904,-1.2838948,3.2607312,-5.9147997,-1.4721284,2.92787,-2.9356728,2.5048025,1,train
-3.7731338,-2.5880032,4.01565,5.0086575,-4.829926,4.017317,3.1511035,-1.2226241,3,train
-1.9773365,-10.114088,2.3078737,-0.87494576,8.546709,-1.0124058,-2.2245314,0.9786388,0,train
-2.5308802,4.3268585,5.88449,3.0600321,-2.7530837,7.2946467,2.0720549,3.9671762,4,train
18.240473,3.636242,2.7710745,2.391261,-2.5261285,-1.9159956,0.7796356,-0.27667838,0,train
-3.6033297,10.811447,-1.7747898,1.7058566,6.174946,-2.0167472,-4.8344917,4.614721,3,train
-2.2535055,3.1075323,-9.248317,1.2728912,0.4077355,1.9743526,-3.6811886,-1.1254549,0,train
0.57577014,7.0713086,-4.54087,1.8112196,4.0475116,3.9136426,1.9804026,-1.8711956,4,train
-5.357,0.3673344,10.849533,4.9988694,-0.9913043,-0.36591488,-0.04788242,-2.283547,4,train
-1.3861096,-1.2557273,-3.2763693,-4.7310843,-3.1106336,1.2724262,-0.19384193,-1.4784051,3,train
-3.0844705,-2.1580083,2.5428162,-0.6951257,-4.1146517,1.0937226,0.36322725,0.41309348,2,train
15.057972,-3.589557,1.4442387,-0.7120719,0.93512887,-3.320035,-1.4176483,2.7070932,2,train
-1.4011633,1.58794,-2.7073762,-6.1145387,-2.1680017,2.038865,-0.14661576,-3.616823,3,train
-1.7931942,3.4087636,3.502047,4.869948,-2.170364,1.5486392,4.269802,8.263608,4,train
1.114548,-1.4073032,-1.6018399,2.9455519,-1.0964547,4.1100855,-2.4686832,3.2023993,0,train
-1.0816042,-1.1981672,-4.3897424,-4.0652423,3.0598447,3.6486657,-1.7478446,-0.4483233,0,train
-1.006087,1.6514084,1.1972145,-7.5318966,10.539279,-6.7288866,3.4920104,-1.536476,1,train
-2.3200781,-0.99711674,3.7754567,-5.307455,-2.270258,-1.7375238,2.9204438,-2.3880897,3,train
-2.9983342,-7.5970693,12.578894,2.107851,5.607507,2.7748773,-3.0380402,-4.041963,3,train
-2.4591675,-4.836908,-1.7939701,3.4232006,2.9071124,0.5090667,-0.27735686,4.6149654,0,train
0.019247932,1.6376814,-3.0766125,-0.4549308,2.1548378,4.4071155,1.6302088,-1.3742644,2,train
-3.744474,-0.6557458,4.5408053,-3.942056,-8.319145,-0.7803998,-1.0378118,3.5219564,1,train
-0.79516745,3.0926702,-9.01563,3.9204202,-3.3054173,4.545297,3.197505,-0.5232652,0,train
-1.6472282,1.0600319,1.8208414,-2.7127047,3.1398869,5.1652274,-0.85828555,-0.06515079,1,train
-1.4967499,0.76484764,-1.6729639,-3.5011687,1.5292706,-0.15763895,0.050396293,-3.6465194,4,train
-2.4798563,-4.00781,-0.41862184,0.6727082,-7.4574924,0.9123576,2.3835163,-0.23314545,1,train
-1.98826,-2.4075594,0.1343092,4.364436,1.4759331,3.0728643,1.2312125,-1.333138,2,train
19.764027,-0.84736043,-0.137263,-0.010756926,-0.5115107,-0.84278446,-7.2655535,0.22840787,0,train
-2.8198917,3.2033088,1.2496443,-5.504472,7.699897,-4.5057735,-1.0559143,-2.9009643,2,train
-3.8710449,13.86678,-6.9131217,6.848818,2.0144544,-3.0644026,-3.0994132,1.0930462,1,train
-3.4786959,0.4878813,-9.375152,1.1569042,2.0281515,3.46181,-7.095026,2.5459661,0,train
-6.009528,2.449181,3.152751,-2.762249,-7.857749,-1.3719748,-0.008207457,6.21531,1,train
-2.6464186,-5.434673,-0.11685459,-0.85085446,0.6033002,-1.4754355,1.2000904,-2.4315016,0,train
-1.6935589,1.6624165,-3.675562,-7.260351,4.103143,-1.9660733,1.1488963,-0.66924584,2,train
-0.89784366,5.627946,4.580004,-10.830666,-6.4607844,1.6403728,1.3457209,0.5950177,3,train
-3.172646,3.5747902,-2.7218292,-0.52409744,0.44267505,1.2091032,-4.780526,-1.8547184,1,train
-3.3941255,-7.7257304,-0.5124445,-3.6350813,-7.7209864,-3.1532276,0.41942382,2.1327477,0,train
0.13182636,-0.1653658,3.8396657,-6.9261045,2.3809142,-0.7567217,5.105405,8.014237,2,train
-2.3377507,-4.428419,-5.879959,1.9532408,-3.5935004,2.0431373,5.691919,1.9849473,2,train
2.2512732,-9.113128,0.72250384,8.350113,-4.5433545,3.73693,-8.197579,-0.093025275,0,train
-0.45106933,-11.44729,-1.3374422,-3.334348,0.5536538,-2.9805126,3.782469,-0.35303688,0,train
-0.08915444,1.8061956,-5.1573176,-4.7038155,3.5361595,3.6318448,2.98967,-2.804661,1,train
-4.5592966,-5.877127,4.4846582,6.1070538,-2.7069762,-0.11069523,0.43582445,2.20179,0,train
0.22784092,8.196552,-0.618047,-0.10819945,3.5821242,3.5992863,-2.8519993,0.80454546,4,train
16.36694,3.9659798,-0.20164534,-0.6299477,-1.6406156,1.1426533,0.7705606,0.5736845,2,train
-0.78206956,1.1445054,-3.9457939,-3.8528547,1.757397,2.479276,3.435637,-1.3625048,4,train
15.994008,-1.671884,1.8346899,5.012512,-1.4659609,-11.418592,3.8826823,3.9742098,0,train
-2.184689,-8.920251,6.900867,3.3675447,8.2769985,0.13648938,2.6818998,-3.4469929,0,train
-5.5268664,-4.0890017,-1.6845077,0.2195876,-2.1301363,-1.7082491,-3.4282725,5.0189915,0,train
-3.0903263,-6.7283897,-3.8294458,3.1988444,-6.2173038,-0.44148076,-1.2463566,1.8179897,0,train
17.815634,2.4199655,2.278129,0.47129804,-1.3735095,-6.0050125,-2.8046687,-3.728173,2,train
-2.718107,-5.5620356,3.9104483,8.520522,0.8075137,0.11978799,-2.1012373,-4.0979123,1,train
15.035872,1.5155717,0.83105946,-4.0369096,0.974998,0.2911114,-0.76332515,0.95975447,3,train
-3.586739,-2.5331907,-1.725526,-4.1501923,7.3935313,-5.104644,-2.777055,0.7106753,1,train
-1.3593197,-6.1505404,-1.8187137,-1.3802762,-2.5766797,2.3445375,-0.4374062,3.3804724,0,train
2.9267843,2.3492532,1.5384841,-0.5982923,-0.49317932,2.2108717,1.7592354,-2.549965,3,train
0.22521116,1.20346,-6.6488743,-2.4027467,-1.2955048,0.8516922,3.5645084,-3.0051222,1,train
-3.0569565,-2.1267605,-2.3957458,-2.1768756,-4.446958,3.1466784,0.8161875,3.880993,1,train
-2.6735108,3.7562401,2.1491885,0.67873734,1.1405873,-1.5199804,-4.233433,3.0130894,1,train
15.036757,4.495543,-1.1184344,4.599757,-1.3932171,-5.510184,0.2659598,1.4699934,0,train
-4.1969247,-8.420781,-1.2725195,4.443416,-2.8962922,-2.192607,-2.3502746,1.5449171,1,train
-0.6325498,-4.982811,-4.345702,-0.293711,2.0227444,3.7164748,-0.3224071,0.24710184,0,train
1.6173351,-2.7499092,-4.9672384,-4.495439,-1.2532512,4.7587924,0.37334207,-4.0385447,1,train
-2.2657828,-4.6286,-3.986081,3.1649537,0.9295434,-3.8831563,1.5025805,2.4420547,1,train
-1.7356623,2.7509098,-2.3389862,-4.554047,-4.4956856,-3.4095042,2.7989423,3.3803756,2,train
-1.5129726,-4.9728937,-2.556526,-0.4134841,-5.145825,-3.3306563,0.810369,1.058387,2,train
-0.7231833,-0.6685915,2.838691,-8.493752,-4.8170867,1.5000885,-0.12961452,0.63104707,3,train
-1.5307308,-2.2949512,-9.755911,0.4180419,-2.98297,3.1955583,-2.5203571,1.899904,0,train
-2.5604496,-2.983718,-5.298274,-4.831611,0.57131124,-2.614914,4.4317794,3.2254112,2,train
-0.47445866,-6.75314,-0.75290054,6.7793427,2.1957126,-0.8550056,-3.0757284,-0.4276517,0,train
-2.1723638,-1.2146438,-2.4485505,-1.7664254,-6.0499964,-2.3762486,-2.746887,0.35830003,3,train
-2.8307445,-4.29582,-3.6247118,4.602565,2.357978,-3.2370262,1.1046636,1.7512754,0,train
-0.022583427,-1.6044457,-3.0152502,-0.017246313,3.2705579,3.21782,3.6550665,2.6561396,0,train
-2.9977865,-2.0617988,-2.0869725,1.2482969,2.303248,0.22261445,-1.9154016,0.83972776,1,train
0.09748055,1.1840944,-4.6849546,-3.9854953,-0.6087739,5.989846,5.374068,1.7348692,1,train
-6.7123666,5.5025387,1.1298997,-2.746201,-1.1004761,-1.5036848,-4.0039477,-4.4894543,1,train
-2.8312929,6.172406,2.3305268,9.621003,-5.3532467,2.1807985,-0.720413,-0.31270313,1,train
-2.2229588,0.55465466,-5.890504,1.146509,1.2403854,1.2652767,-1.5259614,-5.0429425,1,train
-4.935685,14.771299,-4.2079086,0.80812943,4.7864003,-8.681637,-6.7266135,7.584599,1,train
-0.47954962,-4.0144596,-4.662285,-3.5276942,-3.944616,1.933284,-0.6215902,0.71709055,3,train
-0.11938201,-5.500343,-1.2145921,3.7378561,-0.6930496,3.670058,-4.2312975,-2.9859855,1,train
0.37265304,3.4789526,1.4442384,-9.0723,-1.6283358,-1.6295636,0.6140974,-1.8368883,2,train
-0.2709997,-1.7065077,-4.6775055,-4.5236096,2.726373,2.7024717,-0.25189626,-2.9030902,0,train
0.2841997,-7.2530236,1.8510064,3.323043,-0.107281975,1.7317017,1.0420271,2.7537994,1,train
-1.2271283,2.5186422,6.428048,-8.155979,-6.696827,1.9839724,1.6814998,-6.1315923,3,train
14.987222,0.7032282,-0.49195957,1.0273312,-2.6337502,-2.8895378,-0.37907714,-1.8089125,1,train
0.45829314,2.376606,-2.2442214,2.607621,0.013689273,4.381921,-3.9350867,-1.5795349,1,train
-1.2173232,0.90244544,-0.391056,0.008417827,-0.08251138,2.583329,2.1518238,1.311805,3,train
